board1_val,board1_C,board1_D,board1_H,board1_S,board2_val,board2_C,board2_D,board2_H,board2_S,board3_val,board3_C,board3_D,board3_H,board3_S,board4_val,board4_C,board4_D,board4_H,board4_S,board5_val,board5_C,board5_D,board5_H,board5_S,p1_card1_val,p1_card1_C,p1_card1_D,p1_card1_H,p1_card1_S,p1_card2_val,p1_card2_C,p1_card2_D,p1_card2_H,p1_card2_S,p2_card1_val,p2_card1_C,p2_card1_D,p2_card1_H,p2_card1_S,p2_card2_val,p2_card2_C,p2_card2_D,p2_card2_H,p2_card2_S,p3_card1_val,p3_card1_C,p3_card1_D,p3_card1_H,p3_card1_S,p3_card2_val,p3_card2_C,p3_card2_D,p3_card2_H,p3_card2_S,p4_card1_val,p4_card1_C,p4_card1_D,p4_card1_H,p4_card1_S,p4_card2_val,p4_card2_C,p4_card2_D,p4_card2_H,p4_card2_S,p5_card1_val,p5_card1_C,p5_card1_D,p5_card1_H,p5_card1_S,p5_card2_val,p5_card2_C,p5_card2_D,p5_card2_H,p5_card2_S,p6_card1_val,p6_card1_C,p6_card1_D,p6_card1_H,p6_card1_S,p6_card2_val,p6_card2_C,p6_card2_D,p6_card2_H,p6_card2_S,winner,cartes_str,mains_description,p1_win_prob,p2_win_prob,p3_win_prob,p4_win_prob,p5_win_prob,p6_win_prob
6,0,0,1,0,7,0,1,0,0,14,0,0,1,0,4,1,0,0,0,2,0,0,0,1,9,1,0,0,0,2,0,0,1,0,12,0,0,1,0,4,0,0,1,0,8,0,0,1,0,3,0,1,0,0,6,0,0,0,1,4,0,0,0,1,2,0,1,0,0,5,0,0,0,1,10,0,1,0,0,14,0,0,0,1,P4,BOARD: 6H 7D AH 4C 2S | P1: 9C 2H | P2: QH 4H | P3: 8H 3D | P4: 6S 4S | P5: 2D 5S | P6: TD AS,P1: Pair | P2: Pair | P3: High Card | P4: Two Pair | P5: Pair | P6: Pair,0.0,0.0,0.0,100.0,0.0,0.0
5,0,0,0,1,5,0,0,1,0,4,0,0,0,1,6,1,0,0,0,7,0,1,0,0,5,0,1,0,0,3,0,1,0,0,12,0,0,1,0,14,1,0,0,0,2,0,0,0,1,9,0,0,1,0,4,0,1,0,0,4,1,0,0,0,11,0,0,1,0,6,0,0,1,0,14,0,0,1,0,9,1,0,0,0,P4,BOARD: 5S 5H 4S 6C 7D | P1: 5D 3D | P2: QH AC | P3: 2S 9H | P4: 4D 4C | P5: JH 6H | P6: AH 9C,P1: Straight | P2: Pair | P3: Pair | P4: Full House | P5: Two Pair | P6: Pair,0.0,0.0,0.0,100.0,0.0,0.0
4,0,0,1,0,11,0,0,0,1,12,1,0,0,0,13,0,1,0,0,8,0,1,0,0,2,0,0,0,1,2,1,0,0,0,5,1,0,0,0,13,0,0,1,0,14,1,0,0,0,4,1,0,0,0,9,0,0,0,1,2,0,0,1,0,2,0,1,0,0,11,0,0,1,0,6,1,0,0,0,6,0,0,1,0,P2,BOARD: 4H JS QC KD 8D | P1: 2S 2C | P2: 5C KH | P3: AC 4C | P4: 9S 2H | P5: 2D JH | P6: 6C 6H,P1: Pair | P2: Pair | P3: Pair | P4: High Card | P5: Pair | P6: Pair,0.0,100.0,0.0,0.0,0.0,0.0
11,0,1,0,0,5,0,1,0,0,11,0,0,1,0,8,0,1,0,0,4,0,0,1,0,14,0,1,0,0,4,0,1,0,0,3,0,0,0,1,8,1,0,0,0,6,0,0,1,0,9,0,0,0,1,2,0,0,0,1,13,0,0,1,0,6,0,1,0,0,8,0,0,1,0,11,0,0,0,1,2,0,1,0,0,P1,BOARD: JD 5D JH 8D 4H | P1: AD 4D | P2: 3S 8C | P3: 6H 9S | P4: 2S KH | P5: 6D 8H | P6: JS 2D,P1: Flush | P2: Two Pair | P3: Pair | P4: Pair | P5: Two Pair | P6: Three of a Kind,100.0,0.0,0.0,0.0,0.0,0.0
3,0,0,0,1,10,0,1,0,0,10,0,0,0,1,4,0,0,0,1,3,0,0,1,0,5,0,0,0,1,8,0,0,0,1,14,0,0,0,1,8,0,0,1,0,9,0,0,0,1,13,0,0,1,0,12,1,0,0,0,3,0,1,0,0,5,0,1,0,0,5,0,0,1,0,13,0,0,0,1,8,0,1,0,0,P4,BOARD: 3S TD TS 4S 3H | P1: 5S 8S | P2: AS 8H | P3: 9S KH | P4: QC 3D | P5: 5D 5H | P6: KS 8D,P1: Flush | P2: Two Pair | P3: Two Pair | P4: Full House | P5: Two Pair | P6: Two Pair,0.0,0.0,0.0,100.0,0.0,0.0
6,1,0,0,0,9,0,1,0,0,10,0,1,0,0,3,1,0,0,0,10,0,0,1,0,14,0,1,0,0,8,0,0,1,0,6,0,0,0,1,13,0,0,1,0,11,0,0,1,0,3,0,0,1,0,6,0,1,0,0,9,0,0,1,0,6,0,0,1,0,5,1,0,0,0,8,0,0,0,1,14,0,0,0,1,P4,BOARD: 6C 9D TD 3C TH | P1: AD 8H | P2: 6S KH | P3: JH 3H | P4: 6D 9H | P5: 6H 5C | P6: 8S AS,P1: Pair | P2: Two Pair | P3: Two Pair | P4: Two Pair | P5: Two Pair | P6: Pair,0.0,0.0,0.0,100.0,0.0,0.0
2,0,0,0,1,4,0,0,0,1,7,0,0,1,0,6,0,0,0,1,10,0,1,0,0,11,0,0,0,1,9,0,1,0,0,12,0,1,0,0,3,0,0,0,1,6,1,0,0,0,11,0,1,0,0,2,1,0,0,0,8,0,1,0,0,10,0,0,0,1,5,0,1,0,0,14,0,1,0,0,8,0,0,0,1,P5,BOARD: 2S 4S 7H 6S TD | P1: JS 9D | P2: QD 3S | P3: 6C JD | P4: 2C 8D | P5: TS 5D | P6: AD 8S,P1: High Card | P2: High Card | P3: Pair | P4: Pair | P5: Pair | P6: High Card,0.0,0.0,0.0,0.0,100.0,0.0
3,0,0,1,0,11,0,0,0,1,8,0,0,1,0,10,0,0,1,0,10,0,0,0,1,7,0,0,1,0,14,1,0,0,0,12,0,0,0,1,9,0,0,1,0,5,1,0,0,0,13,1,0,0,0,2,0,0,0,1,2,0,1,0,0,2,0,0,1,0,14,0,0,1,0,7,0,0,0,1,6,0,0,0,1,P5,BOARD: 3H JS 8H TH TS | P1: 7H AC | P2: QS 9H | P3: 5C KC | P4: 2S 2D | P5: 2H AH | P6: 7S 6S,P1: Pair | P2: Straight | P3: Pair | P4: Two Pair | P5: Flush | P6: Pair,0.0,0.0,0.0,0.0,100.0,0.0
3,0,0,0,1,13,1,0,0,0,13,0,0,1,0,2,1,0,0,0,10,0,1,0,0,13,0,0,0,1,4,1,0,0,0,9,0,1,0,0,5,1,0,0,0,6,0,0,1,0,13,0,1,0,0,4,0,0,0,1,10,1,0,0,0,5,0,0,1,0,12,0,1,0,0,9,0,0,1,0,12,0,0,1,0,P3,BOARD: 3S KC KH 2C TD | P1: KS 4C | P2: 9D 5C | P3: 6H KD | P4: 4S TC | P5: 5H QD | P6: 9H QH,P1: Three of a Kind | P2: Pair | P3: Three of a Kind | P4: Two Pair | P5: Pair | P6: Pair,0.0,0.0,100.0,0.0,0.0,0.0
11,0,1,0,0,14,0,0,1,0,8,0,1,0,0,14,0,1,0,0,10,0,1,0,0,6,0,1,0,0,10,0,0,0,1,12,0,0,0,1,3,1,0,0,0,2,0,0,1,0,4,0,1,0,0,13,0,1,0,0,13,0,0,0,1,5,0,0,1,0,7,1,0,0,0,14,1,0,0,0,11,0,0,0,1,P6,BOARD: JD AH 8D AD TD | P1: 6D TS | P2: QS 3C | P3: 2H 4D | P4: KD KS | P5: 5H 7C | P6: AC JS,P1: Flush | P2: Pair | P3: Flush | P4: Flush | P5: Pair | P6: Full House,0.0,0.0,0.0,0.0,0.0,100.0
14,0,0,1,0,5,0,0,0,1,9,0,1,0,0,4,0,0,0,1,7,0,0,0,1,13,0,0,1,0,11,1,0,0,0,10,1,0,0,0,4,0,0,1,0,12,0,1,0,0,5,0,0,1,0,4,1,0,0,0,8,0,1,0,0,12,1,0,0,0,2,0,1,0,0,10,0,0,1,0,13,0,0,0,1,P3,BOARD: AH 5S 9D 4S 7S | P1: KH JC | P2: TC 4H | P3: QD 5H | P4: 4C 8D | P5: QC 2D | P6: TH KS,P1: High Card | P2: Pair | P3: Pair | P4: Pair | P5: High Card | P6: High Card,0.0,0.0,100.0,0.0,0.0,0.0
2,1,0,0,0,5,1,0,0,0,3,0,0,0,1,14,0,0,1,0,12,0,1,0,0,11,0,1,0,0,8,1,0,0,0,3,0,1,0,0,5,0,0,1,0,5,0,1,0,0,9,0,1,0,0,12,0,0,1,0,11,0,0,0,1,10,0,1,0,0,10,1,0,0,0,2,0,0,0,1,10,0,0,0,1,P2,BOARD: 2C 5C 3S AH QD | P1: JD 8C | P2: 3D 5H | P3: 5D 9D | P4: QH JS | P5: TD TC | P6: 2S TS,P1: High Card | P2: Two Pair | P3: Pair | P4: Pair | P5: Pair | P6: Pair,0.0,100.0,0.0,0.0,0.0,0.0
7,1,0,0,0,9,0,0,0,1,8,0,1,0,0,7,0,1,0,0,3,1,0,0,0,5,0,0,0,1,14,0,0,0,1,4,0,1,0,0,10,0,0,1,0,8,1,0,0,0,8,0,0,0,1,11,0,0,0,1,11,0,1,0,0,3,0,0,1,0,12,0,1,0,0,11,0,0,1,0,6,0,0,0,1,P3,BOARD: 7C 9S 8D 7D 3C | P1: 5S AS | P2: 4D TH | P3: 8C 8S | P4: JS JD | P5: 3H QD | P6: JH 6S,P1: Pair | P2: Pair | P3: Full House | P4: Two Pair | P5: Two Pair | P6: Pair,0.0,0.0,100.0,0.0,0.0,0.0
3,0,0,0,1,5,1,0,0,0,14,1,0,0,0,5,0,0,1,0,7,0,0,1,0,14,0,1,0,0,14,0,0,0,1,2,0,1,0,0,3,1,0,0,0,9,0,0,0,1,3,0,0,1,0,10,0,1,0,0,12,0,1,0,0,8,0,0,0,1,11,0,0,1,0,9,1,0,0,0,13,1,0,0,0,P1,BOARD: 3S 5C AC 5H 7H | P1: AD AS | P2: 2D 3C | P3: 9S 3H | P4: TD QD | P5: 8S JH | P6: 9C KC,P1: Full House | P2: Two Pair | P3: Two Pair | P4: Pair | P5: Pair | P6: Pair,100.0,0.0,0.0,0.0,0.0,0.0
14,0,0,0,1,6,0,0,1,0,12,0,1,0,0,13,1,0,0,0,7,0,0,0,1,3,0,0,0,1,12,0,0,1,0,2,0,0,0,1,3,0,0,1,0,12,0,0,0,1,6,0,0,0,1,2,0,0,1,0,4,0,0,1,0,2,0,1,0,0,8,0,0,0,1,13,0,0,0,1,5,1,0,0,0,P3,BOARD: AS 6H QD KC 7S | P1: 3S QH | P2: 2S 3H | P3: QS 6S | P4: 2H 4H | P5: 2D 8S | P6: KS 5C,P1: Pair | P2: High Card | P3: Two Pair | P4: High Card | P5: High Card | P6: Pair,0.0,0.0,100.0,0.0,0.0,0.0
5,0,0,0,1,10,0,1,0,0,14,0,0,0,1,2,1,0,0,0,9,1,0,0,0,3,0,0,0,1,9,0,0,0,1,14,0,0,1,0,9,0,0,1,0,5,0,1,0,0,4,0,0,1,0,7,1,0,0,0,4,0,1,0,0,7,0,1,0,0,11,0,0,1,0,3,0,1,0,0,6,0,0,0,1,P2,BOARD: 5S TD AS 2C 9C | P1: 3S 9S | P2: AH 9H | P3: 5D 4H | P4: 7C 4D | P5: 7D JH | P6: 3D 6S,P1: Pair | P2: Two Pair | P3: Pair | P4: High Card | P5: High Card | P6: High Card,0.0,100.0,0.0,0.0,0.0,0.0
3,0,0,0,1,7,1,0,0,0,12,1,0,0,0,5,1,0,0,0,11,1,0,0,0,13,0,0,0,1,2,1,0,0,0,12,0,0,0,1,3,0,1,0,0,11,0,1,0,0,12,0,0,1,0,8,0,0,1,0,9,0,0,0,1,4,0,0,0,1,7,0,0,1,0,14,0,0,0,1,6,0,0,0,1,P1,BOARD: 3S 7C QC 5C JC | P1: KS 2C | P2: QS 3D | P3: JD QH | P4: 8H 9S | P5: 4S 7H | P6: AS 6S,P1: Flush | P2: Two Pair | P3: Two Pair | P4: High Card | P5: Pair | P6: High Card,100.0,0.0,0.0,0.0,0.0,0.0
4,0,0,0,1,2,0,1,0,0,6,0,1,0,0,4,0,1,0,0,10,0,0,1,0,6,1,0,0,0,10,1,0,0,0,7,1,0,0,0,6,0,0,0,1,13,0,0,0,1,2,0,0,1,0,13,0,1,0,0,11,0,1,0,0,9,0,0,1,0,12,0,0,1,0,9,1,0,0,0,5,0,0,1,0,P4,BOARD: 4S 2D 6D 4D TH | P1: 6C TC | P2: 7C 6S | P3: KS 2H | P4: KD JD | P5: 9H QH | P6: 9C 5H,P1: Two Pair | P2: Two Pair | P3: Two Pair | P4: Flush | P5: Pair | P6: Pair,0.0,0.0,0.0,100.0,0.0,0.0
7,0,0,1,0,13,1,0,0,0,10,0,1,0,0,5,0,0,0,1,7,1,0,0,0,2,0,0,0,1,14,1,0,0,0,8,0,1,0,0,9,0,1,0,0,8,1,0,0,0,14,0,1,0,0,5,0,0,1,0,11,0,1,0,0,3,0,0,1,0,14,0,0,1,0,6,0,1,0,0,3,1,0,0,0,P4,BOARD: 7H KC TD 5S 7C | P1: 2S AC | P2: 8D 9D | P3: 8C AD | P4: 5H JD | P5: 3H AH | P6: 6D 3C,P1: Pair | P2: Pair | P3: Pair | P4: Two Pair | P5: Pair | P6: Pair,0.0,0.0,0.0,100.0,0.0,0.0
12,0,0,1,0,5,0,0,1,0,14,0,0,0,1,14,0,1,0,0,2,0,0,1,0,10,0,0,0,1,5,1,0,0,0,13,0,0,0,1,9,0,0,0,1,3,0,1,0,0,11,0,0,1,0,5,0,0,0,1,4,0,0,0,1,6,1,0,0,0,6,0,1,0,0,7,0,0,1,0,7,0,0,0,1,P6,BOARD: QH 5H AS AD 2H | P1: TS 5C | P2: KS 9S | P3: 3D JH | P4: 5S 4S | P5: 6C 6D | P6: 7H 7S,P1: Two Pair | P2: Pair | P3: Pair | P4: Two Pair | P5: Two Pair | P6: Two Pair,0.0,0.0,0.0,0.0,0.0,100.0
6,0,0,0,1,4,1,0,0,0,9,0,1,0,0,10,0,0,1,0,11,1,0,0,0,9,0,0,1,0,10,1,0,0,0,4,0,0,1,0,10,0,1,0,0,14,0,0,0,1,4,0,1,0,0,2,0,1,0,0,13,1,0,0,0,3,0,0,1,0,5,0,1,0,0,9,1,0,0,0,5,0,0,0,1,P1,BOARD: 6S 4C 9D TH JC | P1: 9H TC | P2: 4H TD | P3: AS 4D | P4: 2D KC | P5: 3H 5D | P6: 9C 5S,P1: Two Pair | P2: Two Pair | P3: Pair | P4: High Card | P5: High Card | P6: Pair,100.0,0.0,0.0,0.0,0.0,0.0
11,0,0,0,1,6,0,1,0,0,9,0,0,0,1,6,0,0,0,1,11,1,0,0,0,2,0,0,1,0,13,1,0,0,0,10,0,0,1,0,12,0,0,0,1,5,1,0,0,0,5,0,1,0,0,10,0,1,0,0,3,1,0,0,0,13,0,0,0,1,4,1,0,0,0,3,0,0,0,1,14,1,0,0,0,P6,BOARD: JS 6D 9S 6S JC | P1: 2H KC | P2: TH QS | P3: 5C 5D | P4: TD 3C | P5: KS 4C | P6: 3S AC,P1: Two Pair | P2: Two Pair | P3: Two Pair | P4: Two Pair | P5: Two Pair | P6: Two Pair,0.0,0.0,0.0,0.0,0.0,100.0
9,0,0,1,0,3,0,0,1,0,14,1,0,0,0,10,0,0,1,0,4,1,0,0,0,6,0,0,0,1,8,1,0,0,0,7,0,0,0,1,2,1,0,0,0,11,0,0,0,1,4,0,1,0,0,13,0,1,0,0,12,0,1,0,0,12,0,0,0,1,14,0,1,0,0,11,0,1,0,0,12,1,0,0,0,P5,BOARD: 9H 3H AC TH 4C | P1: 6S 8C | P2: 7S 2C | P3: JS 4D | P4: KD QD | P5: QS AD | P6: JD QC,P1: High Card | P2: High Card | P3: Pair | P4: High Card | P5: Pair | P6: High Card,0.0,0.0,0.0,0.0,100.0,0.0
2,1,0,0,0,3,0,0,1,0,6,0,1,0,0,6,0,0,1,0,13,1,0,0,0,14,0,0,1,0,10,0,0,1,0,3,0,1,0,0,11,0,0,1,0,14,0,1,0,0,5,0,0,0,1,5,0,0,1,0,13,0,1,0,0,7,0,0,1,0,6,0,0,0,1,11,1,0,0,0,3,0,0,0,1,P5,BOARD: 2C 3H 6D 6H KC | P1: AH TH | P2: 3D JH | P3: AD 5S | P4: 5H KD | P5: 7H 6S | P6: JC 3S,P1: Pair | P2: Two Pair | P3: Pair | P4: Two Pair | P5: Three of a Kind | P6: Two Pair,0.0,0.0,0.0,0.0,100.0,0.0
5,0,0,1,0,4,0,0,1,0,14,1,0,0,0,10,0,0,0,1,13,0,1,0,0,12,0,0,1,0,3,0,0,1,0,11,0,0,1,0,6,0,1,0,0,7,0,0,0,1,8,0,0,0,1,11,0,0,0,1,9,0,1,0,0,14,0,0,0,1,3,0,1,0,0,2,0,0,1,0,10,1,0,0,0,P5,BOARD: 5H 4H AC TS KD | P1: QH 3H | P2: JH 6D | P3: 7S 8S | P4: JS 9D | P5: AS 3D | P6: 2H TC,P1: High Card | P2: High Card | P3: High Card | P4: High Card | P5: Pair | P6: Pair,0.0,0.0,0.0,0.0,100.0,0.0
11,1,0,0,0,12,0,0,1,0,5,0,1,0,0,3,0,0,1,0,14,1,0,0,0,3,1,0,0,0,12,1,0,0,0,8,1,0,0,0,4,0,0,1,0,10,0,0,1,0,5,1,0,0,0,7,0,0,1,0,4,0,1,0,0,13,0,0,1,0,9,0,0,0,1,13,0,0,0,1,12,0,1,0,0,P1,BOARD: JC QH 5D 3H AC | P1: 3C QC | P2: 8C 4H | P3: TH 5C | P4: 7H 4D | P5: KH 9S | P6: KS QD,P1: Two Pair | P2: High Card | P3: Pair | P4: High Card | P5: High Card | P6: Pair,100.0,0.0,0.0,0.0,0.0,0.0
14,0,0,0,1,9,0,1,0,0,8,0,0,1,0,9,1,0,0,0,2,0,0,1,0,6,0,1,0,0,2,0,0,0,1,3,1,0,0,0,14,0,1,0,0,4,0,0,0,1,13,0,0,1,0,8,0,1,0,0,12,0,1,0,0,2,0,1,0,0,5,1,0,0,0,11,1,0,0,0,12,0,0,1,0,P2,BOARD: AS 9D 8H 9C 2H | P1: 6D 2S | P2: 3C AD | P3: 4S KH | P4: 8D QD | P5: 2D 5C | P6: JC QH,P1: Two Pair | P2: Two Pair | P3: Pair | P4: Two Pair | P5: Two Pair | P6: Pair,0.0,100.0,0.0,0.0,0.0,0.0
13,0,1,0,0,13,0,0,1,0,4,0,0,0,1,6,0,0,1,0,8,1,0,0,0,12,1,0,0,0,3,0,0,0,1,11,1,0,0,0,8,0,1,0,0,9,1,0,0,0,11,0,0,0,1,9,0,0,0,1,13,0,0,0,1,9,0,1,0,0,3,1,0,0,0,8,0,0,0,1,6,1,0,0,0,P4,BOARD: KD KH 4S 6H 8C | P1: QC 3S | P2: JC 8D | P3: 9C JS | P4: 9S KS | P5: 9D 3C | P6: 8S 6C,P1: Pair | P2: Two Pair | P3: Pair | P4: Three of a Kind | P5: Pair | P6: Two Pair,0.0,0.0,0.0,100.0,0.0,0.0
6,0,1,0,0,11,0,0,1,0,8,1,0,0,0,11,0,1,0,0,10,0,1,0,0,14,1,0,0,0,11,1,0,0,0,4,0,1,0,0,5,0,1,0,0,6,0,0,1,0,8,0,0,0,1,6,0,0,0,1,9,0,0,1,0,5,0,0,0,1,8,0,0,1,0,4,1,0,0,0,13,0,1,0,0,P2,BOARD: 6D JH 8C JD TD | P1: AC JC | P2: 4D 5D | P3: 6H 8S | P4: 6S 9H | P5: 5S 8H | P6: 4C KD,P1: Three of a Kind | P2: Flush | P3: Two Pair | P4: Two Pair | P5: Two Pair | P6: Pair,0.0,100.0,0.0,0.0,0.0,0.0
6,0,0,1,0,13,0,1,0,0,6,0,1,0,0,3,0,0,1,0,9,1,0,0,0,4,0,0,1,0,2,0,0,0,1,13,1,0,0,0,11,0,1,0,0,4,0,1,0,0,11,1,0,0,0,3,0,0,0,1,7,1,0,0,0,14,0,0,0,1,12,1,0,0,0,5,0,1,0,0,7,0,1,0,0,P2,BOARD: 6H KD 6D 3H 9C | P1: 4H 2S | P2: KC JD | P3: 4D JC | P4: 3S 7C | P5: AS QC | P6: 5D 7D,P1: Pair | P2: Two Pair | P3: Pair | P4: Two Pair | P5: Pair | P6: Pair,0.0,100.0,0.0,0.0,0.0,0.0
14,0,0,1,0,14,0,1,0,0,3,0,0,0,1,13,1,0,0,0,4,1,0,0,0,9,1,0,0,0,10,0,1,0,0,11,0,0,0,1,2,1,0,0,0,2,0,0,0,1,12,0,0,0,1,4,0,0,0,1,9,0,0,0,1,5,1,0,0,0,7,1,0,0,0,12,1,0,0,0,12,0,1,0,0,P6,BOARD: AH AD 3S KC 4C | P1: 9C TD | P2: JS 2C | P3: 2S QS | P4: 4S 9S | P5: 5C 7C | P6: QC QD,P1: Pair | P2: Pair | P3: Pair | P4: Two Pair | P5: Pair | P6: Two Pair,0.0,0.0,0.0,0.0,0.0,100.0
7,0,0,0,1,11,0,1,0,0,10,0,0,1,0,11,0,0,0,1,14,1,0,0,0,6,0,1,0,0,5,0,1,0,0,8,1,0,0,0,4,0,1,0,0,11,0,0,1,0,9,0,0,1,0,7,0,1,0,0,14,0,0,0,1,13,0,0,1,0,8,0,0,1,0,4,0,0,0,1,13,1,0,0,0,P3,BOARD: 7S JD TH JS AC | P1: 6D 5D | P2: 8C 4D | P3: JH 9H | P4: 7D AS | P5: KH 8H | P6: 4S KC,P1: Pair | P2: Pair | P3: Three of a Kind | P4: Two Pair | P5: Pair | P6: Pair,0.0,0.0,100.0,0.0,0.0,0.0
5,0,0,0,1,5,0,1,0,0,14,1,0,0,0,3,0,0,0,1,5,0,0,1,0,8,0,0,1,0,8,0,1,0,0,13,0,0,1,0,9,0,1,0,0,8,1,0,0,0,11,0,1,0,0,14,0,0,1,0,6,0,0,0,1,14,0,1,0,0,12,0,0,1,0,6,1,0,0,0,7,0,1,0,0,P4_P5,BOARD: 5S 5D AC 3S 5H | P1: 8H 8D | P2: KH 9D | P3: 8C JD | P4: AH 6S | P5: AD QH | P6: 6C 7D,P1: Full House | P2: Three of a Kind | P3: Three of a Kind | P4: Full House | P5: Full House | P6: Three of a Kind,0.0,0.0,0.0,50.0,50.0,0.0
9,1,0,0,0,12,0,1,0,0,13,0,0,1,0,2,0,0,1,0,11,0,0,0,1,5,0,0,0,1,12,0,0,0,1,6,0,0,0,1,6,1,0,0,0,14,1,0,0,0,8,0,1,0,0,4,0,0,1,0,7,0,1,0,0,2,0,1,0,0,9,0,0,0,1,10,1,0,0,0,9,0,0,1,0,P6,BOARD: 9C QD KH 2H JS | P1: 5S QS | P2: 6S 6C | P3: AC 8D | P4: 4H 7D | P5: 2D 9S | P6: TC 9H,P1: Pair | P2: Pair | P3: High Card | P4: High Card | P5: Two Pair | P6: Straight,0.0,0.0,0.0,0.0,0.0,100.0
13,0,1,0,0,12,0,0,0,1,5,0,0,0,1,2,0,1,0,0,13,0,0,1,0,11,0,1,0,0,14,0,1,0,0,4,0,0,1,0,9,1,0,0,0,9,0,0,0,1,8,0,1,0,0,4,0,0,0,1,3,0,0,0,1,4,0,1,0,0,5,0,0,1,0,10,1,0,0,0,10,0,1,0,0,P6,BOARD: KD QS 5S 2D KH | P1: JD AD | P2: 4H 9C | P3: 9S 8D | P4: 4S 3S | P5: 4D 5H | P6: TC TD,P1: Pair | P2: Pair | P3: Pair | P4: Pair | P5: Two Pair | P6: Two Pair,0.0,0.0,0.0,0.0,0.0,100.0
4,0,0,0,1,9,0,1,0,0,7,1,0,0,0,11,0,0,0,1,2,1,0,0,0,4,0,1,0,0,12,0,0,1,0,2,0,1,0,0,11,1,0,0,0,5,0,1,0,0,7,0,0,0,1,4,0,0,1,0,6,0,1,0,0,14,0,0,0,1,10,0,0,1,0,6,0,0,1,0,12,1,0,0,0,P2,BOARD: 4S 9D 7C JS 2C | P1: 4D QH | P2: 2D JC | P3: 5D 7S | P4: 4H 6D | P5: AS TH | P6: 6H QC,P1: Pair | P2: Two Pair | P3: Pair | P4: Pair | P5: High Card | P6: High Card,0.0,100.0,0.0,0.0,0.0,0.0
13,0,0,0,1,4,1,0,0,0,11,1,0,0,0,2,1,0,0,0,9,0,0,0,1,6,0,0,1,0,10,1,0,0,0,5,0,0,1,0,12,0,0,1,0,2,0,0,1,0,3,0,0,0,1,14,0,1,0,0,10,0,0,1,0,11,0,1,0,0,11,0,0,1,0,14,0,0,1,0,2,0,0,0,1,P5,BOARD: KS 4C JC 2C 9S | P1: 6H TC | P2: 5H QH | P3: 2H 3S | P4: AD TH | P5: JD JH | P6: AH 2S,P1: High Card | P2: High Card | P3: Pair | P4: High Card | P5: Three of a Kind | P6: Pair,0.0,0.0,0.0,0.0,100.0,0.0
10,1,0,0,0,8,0,0,1,0,2,0,0,0,1,3,1,0,0,0,14,1,0,0,0,6,1,0,0,0,3,0,0,0,1,12,0,1,0,0,3,0,0,1,0,7,0,0,1,0,7,1,0,0,0,8,0,0,0,1,5,0,0,0,1,14,0,1,0,0,13,1,0,0,0,8,1,0,0,0,9,0,1,0,0,P5,BOARD: TC 8H 2S 3C AC | P1: 6C 3S | P2: QD 3H | P3: 7H 7C | P4: 8S 5S | P5: AD KC | P6: 8C 9D,P1: Pair | P2: Pair | P3: Pair | P4: Pair | P5: Pair | P6: Pair,0.0,0.0,0.0,0.0,100.0,0.0
2,0,0,1,0,13,0,1,0,0,12,0,0,1,0,4,0,0,0,1,7,0,1,0,0,9,0,0,0,1,7,0,0,1,0,14,0,0,0,1,2,0,1,0,0,3,0,1,0,0,10,0,0,0,1,5,0,0,0,1,4,1,0,0,0,4,0,0,1,0,5,0,0,1,0,12,1,0,0,0,5,1,0,0,0,P6,BOARD: 2H KD QH 4S 7D | P1: 9S 7H | P2: AS 2D | P3: 3D TS | P4: 5S 4C | P5: 4H 5H | P6: QC 5C,P1: Pair | P2: Pair | P3: High Card | P4: Pair | P5: Pair | P6: Pair,0.0,0.0,0.0,0.0,0.0,100.0
5,1,0,0,0,4,0,0,1,0,14,0,1,0,0,11,0,0,1,0,13,0,1,0,0,2,0,1,0,0,10,1,0,0,0,2,0,0,1,0,2,0,0,0,1,6,0,0,0,1,12,0,1,0,0,5,0,0,1,0,4,1,0,0,0,3,0,1,0,0,12,0,0,0,1,10,0,0,0,1,14,0,0,1,0,P4,BOARD: 5C 4H AD JH KD | P1: 2D TC | P2: 2H 2S | P3: 6S QD | P4: 5H 4C | P5: 3D QS | P6: TS AH,P1: High Card | P2: Pair | P3: High Card | P4: Two Pair | P5: High Card | P6: Pair,0.0,0.0,0.0,100.0,0.0,0.0
5,0,0,0,1,2,0,0,1,0,11,1,0,0,0,7,0,0,1,0,3,0,0,0,1,12,1,0,0,0,14,0,0,1,0,12,0,0,0,1,14,0,0,0,1,4,0,0,1,0,4,0,0,0,1,3,0,1,0,0,9,1,0,0,0,6,0,0,1,0,11,0,1,0,0,6,0,0,0,1,9,0,0,1,0,P5,BOARD: 5S 2H JC 7H 3S | P1: QC AH | P2: QS AS | P3: 4H 4S | P4: 3D 9C | P5: 6H JD | P6: 6S 9H,P1: High Card | P2: High Card | P3: Pair | P4: Pair | P5: Pair | P6: High Card,0.0,0.0,0.0,0.0,100.0,0.0
